    Total Domestic,148,170,168,168
Exports,2,2,2,3
"    Use, Total",150,172,170,171
Ending Stocks,54,57,47,46
Avg. Farm Price ($/bu)  2/,3.21,2.12,1.95 - 2.15,1.95 - 2.15
Filler,Filler,Filler,Filler,Filler
,,,,,
Note:  Totals may not add due to rounding.  1/ Marketing year beginning September 1 for sorghum; June 1 for barley and oats.  2/ Marketing-year weighted average price received by farmers. ,,,,
March 2017,,,,

 WASDE - 563 - 14,,,,

U.S. Rice Supply and Use  1/,,,,

 (Rough Equivalent of Rough and Milled Rice),,,,
,,,,,
TOTAL RICE,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,Feb,Mar
,,,Million Acres,
Area Planted,2.95,2.63,3.15,3.15
Area Harvested,2.93,2.59,3.1,3.1
Filler,,,Pounds,
Yield per Harvested Acre,7576,7472,7237,7237
,,Million, Hundredweight,
  Beginning Stocks 2/,31.8,48.5,46.5,46.5
  Production,222.2,193.1,224.1,224.1
  Imports,24.6,24.1,23.5,23.5
"      Supply, Total",278.7,265.8,294.1,294.1
  Domestic & Residual  3/,134.4,111.6,132,132
"  Exports, Total  4/",95.7,107.7,110,110
      Rough,31.8,38.2,43,43
      Milled (rough equiv.),63.9,69.6,67,67
"          Use, Total",230.2,219.3,242,242
  Ending Stocks,48.5,46.5,52.1,52.1
Avg. Milling Yield (%)  5/,70.5,70,70,70
Avg. Farm Price ($/cwt)  6/,13.4,12.2,10.10 - 10.90,10.10 - 10.90
Total,,,,
,,,,,

LONG-GRAIN RICE,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,February,March
  Harvested Acres (mil.),2.2,1.85,2.4,2.4
  Yield (pounds/acre),7407,7219,6927,6927
  Beginning Stocks,16.2,26.5,22.7,22.7
  Production,162.7,133.4,166.5,166.5
"      Supply, Total  7/",200.6,180.7,209.7,209.7
  Domestic & Residual  3/,106.2,81.5,102,102
  Exports  8/,68,76.5,76,76
"      Use, Total",174.2,158,178,178
  Ending Stocks,26.5,22.7,31.7,31.7
  Avg. Farm Price ($/cwt)  6/,11.9,11.2,9.50 - 10.10,9.50 - 10.10
Filler,Filler,Filler,Filler,Filler
,,,,,
MEDIUM & SHORT-GRAIN RICE,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,February,March
  Harvested Acres (mil.),0.74,0.74,0.69,0.69
  Yield (pounds/acre),8080,8107,8311,8311
  Beginning Stocks,13.3,20.2,20.9,20.9
  Production,59.6,59.7,57.7,57.7
"      Supply, Total  7/",76.1,82.2,81.6,81.6
  Domestic & Residual  3/,28.3,30.1,30,30
  Exports  8/,27.7,31.2,34,34
"      Use, Total",56,61.3,64,64
  Ending Stocks,20.2,20.9,17.6,17.6
  Avg. Farm Price ($/cwt)  1/ 6/ 9/,18.3,15.3,12.00 - 12.80,12.10 - 12.90
     California 10/,21.6,18.1,13.00 - 14.00,13.10 - 14.10
     Other States 1/,14.4,11.2,9.60 - 10.20,9.70 - 10.30
Filler,Filler,Filler,Filler,Filler
"Note: Totals may not add due to rounding. 1/ Marketing year beginning August 1. 2/ Includes the following quantities of broken kernel rice (type undetermined) not included in estimates of beginning stocks by type (in mil. cwt): 2014/15-1.9; 2015/16-2.9; 2016/17-2.9. 3/ Residual includes unreported use, processing losses, and estimating errors. Use by type may not add to total rice use because of the difference in brokens between beginning and ending stocks. 4/ Includes rough rice and milled rice exports. Milled rice exports are converted to an equivalent rough basis. 5/ Expressed as a percent, i.e., the total quantity of whole kernel and broken rice produced divided by the quantity of rough rice milled. The 2014/15 and 2015/16 milling yield is based on the Farm Service Agency (FSA) warehouse stored loan data for long, medium, and short grain rice. The 2016/17 milling yield is calculated using the previous five-year Olympic average-- 2011/12-2015/16. 6/ Marketing-year weighted average price received by farmers. 7/ Includes imports. 8/ Exports by type of rice are estimated. 9/ The medium/short-grain seasonaverage- farm price (SAFP) largely reflects rice that is marketed through price pools in California. The pool price is not final until all the rice in the pool is marketed for the crop year. Therefore, SAFP forecasts based on the average of NASS monthly prices and the final price may differ. For example, the average difference between the August WASDE SAFP forecast and the final price has averaged $1.65 per cwt from 2008/09-2013/14, with a high of $3.50 per cwt in 2008/09 and a low of $0.60 per cwt in 2009/10. 10/ Marketing year beginning October 1.",,,,
March 2017,,,,

 WASDE - 563 - 15,,,,

U.S. Soybeans and Products Supply and Use (Domestic Measure)  1/,,,,

,,,,,
,,,,,
SOYBEANS,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,Feb,Mar
Filler,Filler,Filler,Filler,Filler
,,,Million Acres,
Area Planted,83.3,82.7,83.4,83.4
Area Harvested,82.6,81.7,82.7,82.7
Filler,,,Bushels,
Yield per Harvested Acre,47.5,48,52.1,52.1
,,,Million Bushels,
Beginning Stocks,92,191,197,197
Production,3927,3926,4307,4307
Imports,33,24,25,25
"    Supply, Total",4052,4140,4528,4528
Crushings,1873,1886,1930,1940
Exports,1842,1936,2050,2025
Seed,96,97,95,95
Residual,50,25,33,33
"    Use, Total",3862,3944,4108,4093
Ending Stocks,191,197,420,435
Avg. Farm Price ($/bu)  2/,10.1,8.95,9.10 - 9.90,9.30 - 9.90
Total,,,,
SOYBEAN OIL,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,February,March
Filler,Filler,Filler,Filler,Filler
,,,Million Pounds,
Beginning Stocks,1165,1855,1687,1687
Production 4/,21399,21950,22390,22560
Imports,264,288,300,325
"    Supply, Total",22828,24093,24377,24572
Domestic Disappearance,18959,20166,20550,20550
     Biodiesel 3/,5039,5670,6200,6200
"     Food, Feed & other Industrial",13920,14496,14350,14350
Exports,2014,2240,2150,2250
"     Use, Total",20973,22406,22700,22800
Ending stocks,1855,1687,1677,1772
Avg. Price (c/lb)  2/,31.6,29.86,34.00 - 37.00,32.00 - 35.00
Total,,,,
SOYBEAN MEAL,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,February,March
Filler,1,2,3,4
,,Thousand Short, Tons,
Beginning Stocks,250,260,264,264
Production 4/,45062,44672,45411,45611
Imports,333,403,325,325
"    Supply, Total",45645,45335,46000,46200
Domestic Disappearance,32277,33108,34100,34300
Exports,13108,11963,11600,11600
"    Use, Total",45384,45071,45700,45900
Ending Stocks,260,264,300,300
Avg. Price ($/s.t.)  2/,368.49,324.56,310.00 - 340.00,310.00 - 340.00
Total,,,,
"Note: Totals may not add due to rounding.  Reliability calculations at end of report.  1/ Marketing year beginning September 1 for soybeans; October 1 for soybean oil and soybean meal.  2/ Prices: soybeans, marketing year weighted average price received by farmers; oil, simple average of crude soybean oil, Decatur; meal, simple average of 48 percent protein, Decatur.  3/ Reflects only biodiesel made from methyl ester as reported by the U.S. Energy Information Administration.  4/ Based on an October year crush of 1,890 million bushels for 2015/16 and 1,940 million bushels for 2016/17.",,,,
,,,,,
March 2017,,,,,,,,,,,

 WASDE - 563 - 16,,,,,,,,,,,

U.S. Sugar Supply and Use  1/,,,,,,,,,,,

,,,,,,,,,,,,
,,,,,,,,,,,,
,,,2014/15,,,2015/16 Est.,,2016/17 Proj.,,2016/17 Proj.,
,,,,,,,,Feb,,Mar,
Filler,,,Filler,,,Filler,,Filler,,Filler,
,,,,,,"1,000 Short Tons, ",,Raw Value,,,
Beginning Stocks,,,1810,,,1815,,2054,,2054,
Production 2/,,,8656,,,8989,,9240,,8975,
    Beet Sugar,,,4893,,,5119,,5371,,5106,
    Cane Sugar,,,3763,,,3870,,3869,,3869,
        Florida,,,1981,,,2173,,2072,,2072,
        Hawaii,,,146,,,152,,43,,43,
        Louisiana,,,1513,,,1428,,1612,,1612,
        Texas,,,123,,,116,,142,,142,
Imports,,,3553,,,3341,,2744,,2978,
    TRQ 3/,,,1536,,,1620,,1532,,1576,
    Other Program 4/,,,471,,,396,,225,,225,
    Other 5/,,,1546,,,1325,,987,,1177,
        Mexico,,,1532,,,1309,,972,,1162,
            Total Supply,,,14019,,,14145,,14038,,14007,
,,,,,,,,,,,,
Exports,,,185,,,74,,75,,75,
Deliveries,,,12019,,,12051,,12155,,12255,
    Food 6/,,,11888,,,11881,,12000,,12100,
    Other 7/,,,131,,,170,,155,,155,
Miscellaneous,,,0,,,-33,,0,,0,
            Total Use,,,12204,,,12091,,12230,,12330,
Ending Stocks,,,1815,,,2054,,1808,,1677,
Stocks to Use Ratio,,,14.9,,,17,,14.8,,13.6,
Total,,,,,,,,,,,
"1/ Fiscal years beginning Oct 1. Historical data are from FSA  ""Sweetener Market Data"" (SMD). 2/  Production projections for 2015/16 and 2016/17 are based on Crop Production and processor projections where appropriate.  3/ For 2016/17, WTO raw sugar TRQ shortfall (99).  For 2015/16, WTO raw sugar TRQ shortfall (125) 4/ Includes sugar under the re-export and polyhydric  alcohol programs. 5/ For 2014/15, other high-tier (15) and other (0). For 2015/16, other high-tier (16) and other (0). For 2016/17, other high-tier (15) and other (0).  6/For 2014/15, combines SMD deliveries for domestic human food use and SMD miscellaneous uses. 7/ Transfers to sugar-containing products for reexport, and for nonedible alcohol, feed, and ethanol.",,,,,,,,,,,

Mexico Sugar Supply and Use and High Fructose Corn Syrup Imports 1/,,,,,,,,,,,
,,,,,,,,,,,,
,,"Beginning
Stocks",,Production,Imports,,Domestic 2/,,Exports,,"Ending
Stocks"
Sugar,,,,,"1,000 Metric Tons, ",, Actual Weight,,,,
2015/16 Est.,Feb,811,,6117,83,,4767,,1207,,1037
2015/16 Est.,Mar,811,,6117,83,,4767,,1207,,1037
,,,,,,,,,,,,
2016/17 Proj.,Feb,1037,,6371,60,,4769,,1470,,1229
2016/17 Proj.,Mar,1037,,6371,60,,4769,,1421,,1278
,,,,,,,,,,,,
,,,,,,,,,,,,
"1/ HFCS consumption by Mexico (1,000 metric tons, dry basis):   Oct-Sep 2015/16 = 1,482, projected Oct-Sep 2016/17 = 1,459; Oct - Jan 2015/16 = 454, Oct - Dec 2016/17 = 482. Footnote source: Comite Nacional para el Desarollo Sustentable de la Cana de Azucar. 2/Includes deliveries for consumption, Mexico's products export program (IMMEX), and Other Deliveries/Ending Year Statistical Adjustments.  IMMEX:  2015/16 (330 est), 2016/17 (330 proj). Other Deliveries/Ending Year Statistical Adjustments: 2015/16 (50), 2016/17 (50).",,,,,,,,,,,
March 2017,,,,

 WASDE - 563 - 17,,,,

U.S. Cotton Supply and Use  1/,,,,

,,,,,
,,,,,
,2014/15,2015/16 Est.,2016/17 Proj.,2016/17 Proj.
,,,Feb,Mar
Filler,Filler,Filler,Filler,Filler
Area,,,Million Acres,
  Planted,11.04,8.58,10.07,10.07
  Harvested,9.35,8.07,9.52,9.52
Filler,,,Pounds,
Yield per Harvested Acre,838,766,855,869
,,Million 480 , Pound Bales,
Beginning Stocks,2.35,3.65,3.8,3.8
Production,16.32,12.89,16.96,17.23
Imports,0.01,0.03,0.01,0.01
"  Supply, Total",18.68,16.57,20.77,21.04
Domestic Use,3.58,3.45,3.3,3.3
"Exports, Total",11.25,9.15,12.7,13.2
"  Use, Total",14.82,12.6,16,16.5
Unaccounted 2/,0.21,0.17,-0.03,0.04
Ending Stocks,3.65,3.8,4.8,4.5
Avg. Farm Price 3/,61.3,61.2,67.00 - 71.00,67.00 - 70.00
Total,,,,
Note: Reliability calculations at end of report. 1/ Upland and extra-long staple; marketing year beginning August 1.  Totals may not add due to rounding.  2/ Reflects the difference between the previous season's supply less total use and ending stocks.  3/ Cents per pound for upland cotton.     ,,,,
March 2017,,,,,,,

 WASDE - 563 - 18,,,,,,,

World Wheat Supply and Use  1/,,,,,,,

(Million Metric Tons),,,,,,,
,,,,,,,,
2014/15,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
World  3/,194.92,728.28,159.08,131.75,705.69,164.42,217.52
United States,16.07,55.15,4.12,3.09,31.33,23.52,20.48
Total Foreign,178.86,673.13,154.97,128.66,674.35,140.9,197.04
    Major Exporters  4/,27.38,224.01,6.66,62.82,147.28,81.47,29.29
        Argentina,2.49,13.93,0.04,0.3,6.35,5.3,4.8
        Australia,4.56,23.74,0.16,3.8,7.2,16.59,4.67
        Canada,10.4,29.42,0.49,3.72,9.05,24.16,7.09
        European Union  5/,9.94,156.91,5.98,55,124.68,35.42,12.73
    Major Importers  6/,100.7,197.4,84.96,29.88,262.36,7.59,113.11
        Brazil,1.89,6,5.37,0.3,10.7,1.69,0.87
        China,65.27,126.21,1.93,16,116.5,0.8,76.11
        Sel. Mideast  7/,12.37,17.66,21.27,4.45,36.14,1.52,13.64
        N. Africa  8/,14.05,17.01,25.43,2.48,42.73,0.56,13.2
        Pakistan,2.19,25.98,0.75,1,24.5,0.7,3.72
        Southeast Asia  9/,3.46,0,19.86,4.76,18.55,0.95,3.82
    Selected Other,,,,,,,
        India,17.83,95.85,0.05,4.5,93.1,3.41,17.22
        FSU-12,15.85,112.74,7.68,24.65,75.34,40.24,20.68
            Russia,5.18,59.08,0.33,13,35.5,22.8,6.29
            Kazakhstan,1.99,13,0.6,2,6.8,5.54,3.25
            Ukraine,3.67,24.75,0.03,4,11.5,11.27,5.68
2015/16 Est.,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
World  3/,217.52,735.25,169.89,138.52,712.48,172.79,240.29
United States,20.48,56.12,3.07,4.14,32.02,21.09,26.55
Total Foreign,197.04,679.14,166.81,134.38,680.46,151.69,213.74
    Major Exporters  4/,29.29,223.06,7.57,67.67,151.98,82.54,25.41
        Argentina,4.8,11.3,0.01,0.2,5.9,9.6,0.62
        Australia,4.67,24.17,0.15,3.8,7.23,16.12,5.64
        Canada,7.09,27.59,0.49,2.67,7.87,22.13,5.17
        European Union  5/,12.73,160,6.92,61,130.98,34.68,13.99
    Major Importers  6/,113.11,204.29,92.27,27.61,263.61,6.44,139.62
        Brazil,0.87,5.54,6.75,0.5,10.5,1.06,1.6
        China,76.11,130.19,3.48,10.5,112,0.73,97.04
        Sel. Mideast  7/,13.64,18.8,19.14,4.6,37.3,0.54,13.72
        N. Africa  8/,13.2,19.91,27.78,2.28,43.65,0.71,16.54
        Pakistan,3.72,25.1,0.01,0.8,24.4,0.6,3.83
        Southeast Asia  9/,3.82,0,24.61,8.04,22.37,0.97,5.09
    Selected Other,,,,,,,
        India,17.22,86.53,0.47,4.2,88.55,1.13,14.54
        FSU-12,20.68,118.24,7.39,26.89,78.16,51.48,16.67
            Russia,6.29,61.04,0.82,14,37,25.54,5.6
            Kazakhstan,3.25,13.75,0.07,2.1,6.9,7.6,2.56
            Ukraine,5.68,27.27,0.03,5.2,12.3,17.43,3.25
"1/ Aggregate of local marketing years.  2/ Total foreign and world use adjusted to reflect the differences in world imports and exports.  3/ World imports and exports may not balance due to differences in marketing years, grain in transit, and reporting discrepancies in some countries. 4/ Argentina, Australia, Canada, and the European Union. 5/ Trade excludes intra-trade. 6/ Brazil, China, Japan, Mexico, N. Africa, Pakistan, selected Middle East, and Southeast Asia. 7/ Lebanon, Iraq, Iran, Israel, Jordan, Kuwait, Saudi Arabia, Yemen, United Arab Emirates, and Oman. 8/ Algeria, Egypt, Libya, Morocco, and Tunisia. 9/ Indonesia, Malaysia, Philippines, Thailand, and Vietnam. ",,,,,,,
March 2017,,,,,,,,

 WASDE - 563 - 19,,,,,,,,

World Wheat Supply and Use  1/  (Cont'd.),,,,,,,,

(Million Metric Tons),,,,,,,,
,,,,,,,,,
2016/17 Proj.,,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
,,,,,,,,,
World  3/,Feb,240.77,748.24,174.51,148.98,740.4,178.99,248.61
,Mar,240.29,751.07,176.63,148.32,741.42,181.02,249.94
United States,Feb,26.55,62.86,3.4,6.12,33.91,27.9,31.01
,Mar,26.55,62.86,3.13,6.12,33.91,27.9,30.73
Total Foreign,Feb,214.21,685.38,171.11,142.86,706.48,151.1,217.6
,Mar,213.74,688.22,173.5,142.2,707.51,153.12,219.21
    Major Exporters  4/,Feb,25.74,224.56,6.64,68.1,153.66,79.9,23.39
,Mar,25.41,227.36,6.14,67.6,153.06,81.6,24.25
        Argentina,Feb,0.62,15,0.01,0.1,6.3,8.9,0.42
,Mar,0.62,16,0.01,0.1,6.2,10.1,0.32
        Australia,Feb,5.97,33,0.15,4.5,7.96,24.5,6.66
,Mar,5.64,35,0.15,4.5,7.96,25.5,7.33
        Canada,Feb,5.17,31.7,0.49,5,10.2,21,6.16
,Mar,5.17,31.7,0.49,5,10.2,20.5,6.66
        European Union  5/,Feb,13.99,144.86,6,58.5,129.2,25.5,10.15
,Mar,13.99,144.66,5.5,58,128.7,25.5,9.94
    Major Importers  6/,Feb,139.62,199.01,91.66,34.12,274.67,7.32,148.31
,Mar,139.62,199.04,92.76,34.17,275.27,7.29,148.86
        Brazil,Feb,1.6,6.7,6.7,0.7,11.5,1.6,1.9
,Mar,1.6,6.73,6.7,0.7,11.5,1.6,1.93
        China,Feb,97.04,128.85,4,16,118,0.8,111.09
,Mar,97.04,128.85,4,16,118,0.8,111.09
        Sel. Mideast  7/,Feb,13.72,19.41,17.43,4.61,38.47,0.55,11.55
,Mar,13.72,19.41,17.73,4.61,38.69,0.55,11.63
        N. Africa  8/,Feb,16.54,14.13,28.6,2.28,44.68,0.68,13.91
,Mar,16.54,14.13,28.6,2.28,44.68,0.66,13.94
        Pakistan,Feb,3.83,25.3,0.03,0.8,24.5,0.9,3.75
,Mar,3.83,25.3,0.03,0.8,24.5,0.9,3.75
        Southeast Asia  9/,Feb,5.09,0,24.5,8.74,23.96,1.02,4.62
,Mar,5.09,0,25,8.79,24.21,1.02,4.87
    Selected Other,,,,,,,,
        India,Feb,14.54,87,3.7,4.5,96.84,0.4,8
,Mar,14.54,87,5.5,4.5,98.14,0.4,8.5
        FSU-12,Feb,16.62,130.22,7.52,27.9,79.29,53.37,21.7
,Mar,16.67,130.22,7.52,27.89,79.26,53.52,21.63
            Russia,Feb,5.6,72.5,0.5,16,39,28.5,11.1
,Mar,5.6,72.5,0.5,16,39,28.5,11.1
            Kazakhstan,Feb,2.56,14.99,0.06,2.1,6.9,7.5,3.2
,Mar,2.56,14.99,0.06,2.1,6.9,7.5,3.2
            Ukraine,Feb,3.25,26.8,0.03,4.4,11.3,16.5,2.27
,Mar,3.25,26.8,0.03,4.4,11.3,16.5,2.27
"1/ Aggregate of local marketing years.  2/ Total foreign and world use adjusted to reflect the differences in world imports and exports.  3/ World imports and exports may not balance due to differences in marketing years, grain in transit, and reporting discrepancies in some countries. 4/ Argentina, Australia, Canada, and the European Union. 5/ Trade excludes intra-trade. 6/ Brazil, China, Japan, Mexico, N. Africa, Pakistan, selected Middle East, and Southeast Asia. 7/ Lebanon, Iraq, Iran, Israel, Jordan, Kuwait, Saudi Arabia, Yemen, United Arab Emirates, and Oman. 8/ Algeria, Egypt, Libya, Morocco, and Tunisia. 9/ Indonesia, Malaysia, Philippines, Thailand, and Vietnam. ",,,,,,,,
,,,,,,,,,
March 2017,,,,,,,

 WASDE - 563 - 20,,,,,,,

World Coarse Grain Supply and Use  1/,,,,,,,

(Million Metric Tons),,,,,,,
,,,,,,,,
2014/15,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
,,,,,,,,
World  3/,211.03,1307.6,170.13,751.68,1271.88,186.13,246.75
United States,34.31,377.23,3.44,138.62,311.34,56.7,46.95
Total Foreign,176.72,930.37,166.69,613.06,960.54,129.43,199.8
    Major Exporters  4/,25.53,170.16,4.7,82.7,112.73,67.56,20.09
        Argentina,3.17,36.78,0,9.07,14.23,21.45,4.27
        Australia,1.04,12.61,0,3.26,4.94,7.17,1.53
        Brazil,14.26,87.67,0.82,50.25,60.02,34.51,8.21
        Canada,4.65,21.99,1.71,13.87,21.3,3.72,3.33
    Major Importers  5/,43.82,257.64,109.97,264.53,346.46,15.95,49.02
        European Union  6/,15.57,170.67,9.24,121.38,162.56,13.99,18.92
        Japan,1.74,0.17,16.73,12.94,16.9,0,1.74
        Mexico,3.49,32.69,11.62,24.5,42.18,0.79,4.83
        N. Afr & Mideast  7/,13.42,26.74,34.07,51.65,59.61,0.09,14.54
        Saudi Arabia,3.72,0.29,11.26,11.43,11.91,0,3.36
        Southeast Asia  8/,3.62,26.77,12.87,30.69,38.7,1.07,3.5
        South Korea,1.87,0.24,10.25,8.08,10.47,0,1.89
    Selected Other,,,,,,,
        China,82.66,222.75,25.7,158.8,229.06,0.02,102.03
        FSU-12,7.02,91.6,0.82,42.06,58.15,33.86,7.43
            Russia,1.77,40.39,0.09,20.88,31.14,8.67,2.43
            Ukraine,3.64,39.39,0.03,11.82,15.43,24.33,3.29
2015/16 Est.,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
,,,,,,,,
,,,,,,,,
World  3/,246.75,1249.37,181.58,763.81,1250.07,164.15,246.05
United States,46.95,367.01,3.93,135.72,312.7,57.07,48.11
Total Foreign,199.81,882.37,177.65,628.09,937.37,107.08,197.94
    Major Exporters  4/,20.09,153.8,8.24,84.02,113.43,52.01,16.69
        Argentina,4.27,37.94,0.01,9.31,14.27,25.33,2.62
        Australia,1.53,12.44,0,4.19,5.87,7.04,1.06
        Brazil,8.21,69.13,3.95,50.84,60.19,14.23,6.87
        Canada,3.33,25.62,1.55,13.91,21.24,4.6,4.67
    Major Importers  5/,49.02,245.44,124.06,271.16,353.7,15.72,49.11
        European Union  6/,18.92,151.73,14.24,115.99,156.91,13.11,14.87
        Japan,1.74,0.18,17.06,13.29,17.26,0,1.72
        Mexico,4.83,32.4,14.95,26.72,44.72,1.56,5.91
        N. Afr & Mideast  7/,14.54,32.95,32.84,56.57,64.92,0.11,15.3
        Saudi Arabia,3.36,0.36,14.79,13.6,14.11,0,4.41
        Southeast Asia  8/,3.5,27.56,15.2,32.96,40.97,0.93,4.37
        South Korea,1.89,0.19,10.19,7.83,10.32,0,1.95
    Selected Other,,,,,,,
        China,102.03,231.82,17.5,166.95,239.17,0.03,112.16
        FSU-12,7.43,82.12,0.53,39.54,54.62,31.25,4.21
            Russia,2.43,37.43,0.11,20.25,29.64,9,1.33
            Ukraine,3.29,33.39,0.05,10.34,13.87,21.19,1.67
,,,,,,,,
"1/ Aggregate of local marketing years. Coarse grains include corn, sorghum, barley, oats, rye, millet, and mixed grains (for U.S. excludes millet and mixed grains).  2/ Total foreign and world use adjusted to reflect the differences in world imports and exports. 3/ World imports and exports may not balance due to differences in marketing years, grain in transit, and reporting discrepancies in some countries. 4/ Argentina, Australia, Canada, Brazil, and South Africa. 5/ The European Union, Mexico, Japan, selected North Africa and Middle East, South Korea, Southeast Asia, and Taiwan. 6/ Trade excludes intra-trade. 7/ Algeria, Egypt, Iran, Israel, Jordan, Libya, Morocco, Syria, Tunisia, and Turkey. 8/ Indonesia, Malaysia, Philippines, Thailand, and Vietnam.",,,,,,,
March 2017,,,,,,,,

 WASDE - 563 - 21,,,,,,,,

World Coarse Grain Supply and Use  1/  (Cont'd.),,,,,,,,

(Million Metric Tons),,,,,,,,
,,,,,,,,,
2016/17 Proj.,,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
,,,,,,,,,
World  3/,Feb,246.03,1329.03,173.07,793.15,1324.39,185.78,250.67
,Mar,246.05,1341.7,174.3,796.54,1332.74,190.53,255.01
United States,Feb,48.11,402.6,3.64,148.62,329.1,62.4,62.85
,Mar,48.11,402.6,3.62,147.6,329.1,62.39,62.83
Total Foreign,Feb,197.92,926.43,169.43,644.54,995.28,123.39,187.83
,Mar,197.94,939.1,170.69,648.94,1003.64,128.14,192.18
    Major Exporters  4/,Feb,16.41,186.53,2.88,86.28,117.13,69.49,19.2
,Mar,16.69,196.62,2.23,87.88,119.1,74.59,21.85
        Argentina,Feb,2.62,43.88,0.01,9.97,15.53,27.71,3.27
,Mar,2.62,45.18,0.01,10.22,15.79,28.21,3.8
        Australia,Feb,1.4,14.48,0,4.39,6.06,7.78,2.04
,Mar,1.06,16.63,0,4.54,6.31,8.88,2.51
        Brazil,Feb,6.17,89.02,1.05,51.57,61.43,28.03,6.78
,Mar,6.87,94.02,0.8,52.57,62.48,31.03,8.18
        Canada,Feb,4.67,25.63,1.09,14.64,22.1,4.45,4.84
,Mar,4.67,25.63,1.09,14.64,22.1,4.45,4.84
    Major Importers  5/,Feb,49.14,240.2,124.08,278.25,360.88,10.14,42.41
,Mar,49.11,240.37,125.48,279.05,361.38,10.09,43.5
        European Union  6/,Feb,14.9,152,13.66,119.16,159.88,8.23,12.44
,Mar,14.87,152.17,13.66,119.16,159.58,8.23,12.88
        Japan,Feb,1.72,0.17,16.87,13.19,17.18,0,1.58
,Mar,1.72,0.17,16.87,13.19,17.18,0,1.58
        Mexico,Feb,5.91,32.33,14.78,27.32,45.92,0.8,6.29
,Mar,5.91,32.33,14.78,27.32,45.92,0.8,6.29
        N. Afr & Mideast  7/,Feb,15.3,26.72,35.67,57,65.04,0.17,12.48
,Mar,15.3,26.72,36.57,57.5,65.54,0.12,12.93
        Saudi Arabia,Feb,4.41,0.36,14.21,14.3,14.81,0,4.17
,Mar,4.41,0.36,14.71,14.6,15.11,0,4.37
        Southeast Asia  8/,Feb,4.37,28.36,14.32,35.16,43.17,0.94,2.94
,Mar,4.37,28.36,14.32,35.16,43.17,0.94,2.94
        South Korea,Feb,1.95,0.2,9.89,7.64,10.11,0,1.92
,Mar,1.95,0.2,9.89,7.64,10.11,0,1.92
    Selected Other,,,,,,,,
        China,Feb,112.16,227.35,12.7,170.5,249.05,0.04,103.13
,Mar,112.16,227.85,13.1,171.2,249.75,0.04,103.33
        FSU-12,Feb,4.21,93.12,0.66,41.7,57.08,34.64,6.27
,Mar,4.21,93.12,0.66,41.9,57.28,34.34,6.37
            Russia,Feb,1.33,40.92,0.11,21.28,30.83,9.24,2.29
,Mar,1.33,40.92,0.11,21.48,31.03,8.94,2.39
            Ukraine,Feb,1.67,39.21,0.06,10.83,14.4,23.91,2.63
,Mar,1.67,39.21,0.06,10.83,14.4,23.91,2.63
"1/ Aggregate of local marketing years. Coarse grains include corn, sorghum, barley, oats, rye, millet, and mixed grains (for U.S. excludes millet and mixed grains).  2/ Total foreign and world use adjusted to reflect the differences in world imports and exports. 3/ World imports and exports may not balance due to differences in marketing years, grain in transit, and reporting discrepancies in some countries. 4/ Argentina, Australia, Canada, Brazil, and South Africa. 5/ The European Union, Mexico, Japan, selected North Africa and Middle East, South Korea, Southeast Asia, and Taiwan. 6/ Trade excludes intra-trade. 7/ Algeria, Egypt, Iran, Israel, Jordan, Libya, Morocco, Syria, Tunisia, and Turkey. 8/ Indonesia, Malaysia, Philippines, Thailand, and Vietnam.",,,,,,,,
,,,,,,,,,
March 2017,,,,,,,

 WASDE - 563 - 22,,,,,,,

World Corn Supply and Use  1/,,,,,,,

(Million Metric Tons),,,,,,,
,,,,,,,,
2014/15,"Beginning
Stocks",Production,Imports,"Domestic
Feed","Domestic
Total 2/",Exports,"Ending
Stocks"
,,,,,,,,
World  3/,174.78,1015.58,125.16,584.45,980.66,142.2,209.7
United States,31.29,361.09,0.8,134.11,301.79,47.42,43.97
Total Foreign,143.48,654.49,124.36,450.34,678.87,94.78,165.73
    Major Exporters  4/,17.58,125.38,2.3,60.15,77.95,54.12,13.19
        Argentina,1.41,29.75,0,6,9.3,18.96,2.9
        Brazil,13.97,85,0.33,48,57,34.46,7.84
        South Africa,2.2,10.63,1.96,6.15,11.65,0.69,2.45
    Major Importers  5/,19.04,134.04,69.56,142.24,193.81,5.88,22.95
        Egypt,2.4,5.96,7.84,11.5,13.9,0,2.3
